repo,number,title,body,label
AI-Ascension/ascension-context-console,24,Adopt the harness effective-limit contract and align copied capability schemas,"## Outcome

Adopt the harness-published effective-limit contract in the Context Console and align this repository's copied capability/policy schemas with the harness producer, so the facade can admit context-memory and provider-session values only after authenticating them against the trusted descriptor.

The harness pin matrix (`sts2-harness` `contracts/effective-limits-pins.json`) records this repository as a **pending** consumer. No issue tracked that obligation until now.

## Current state — verified drift (console `main` @ `10122f38efce`)

| Surface | Console advertises | Console copied digest | Harness producer digest |
|---|---|---|---|
| context-memory | `ascension.context-memory.capabilities.v1`, `effective_limits_advertised: false` | `capabilities.schema.json` `c5558578…` | `2b980bbd…` (`v3`) |
| provider-session | `ascension.provider-session.capabilities.v1`, `effective_limits_advertised: false` | `capabilities.schema.json` `74504053…` | `de1348ec…` (`v3`) |
| provider-session policy | — | `678ce517…` | `48d6dc1c…` |
| context-memory policy | not copied | — | `55c9bba8…` |

The copied `$id`s are `urn:ascension:context-memory:capabilities:v1` / `urn:ascension:provider-session:capabilities:v1`; the producer contract is `v3`. The facade (`crates/context-service/src/harness_facade.rs`, `memory.rs`, `provider_session.rs`) does not consume `ascension.harness.effective-limits.v1`.

## Required implementation

1. Copy the harness producer artifacts (context-memory policy + capabilities, provider-session policy + capabilities) into `contracts/`, pinned by digest, and record the producer revision in `contracts/…/README.md`.
2. Advertise the aligned capability schema and an `effective_limits` classification (or an equivalent closed field) for each surface, keeping capture default-off and private retention approval-gated.
3. Consume the `ascension.harness.effective-limits.v1` record: authenticate it against the validated trusted descriptor (never the record under test), then admit a value before presenting it. A field absent from the record is unavailable, never unlimited.
4. Fail closed with machine-readable reasons (`effective_limit_exceeded`, `disabled`, `field_not_advertised`, `descriptor_stale`, `descriptor_tampered`, `profile_mismatch`, `consumer_not_recorded`, `consumer_pin_not_adopted`).
5. Publish the consumer evidence: versioned conformance fixtures, a focused test that fails if authentication or admission is removed, and pin verification against the copied bytes.
6. Update the harness pin-matrix consumer entry (revision, artifact inventory incl. context-memory policy, surfaces, `adoption: aligned`, and a `harness_ci_pin`) in a linked harness PR.

## Acceptance criteria

- [ ] Advertised capability schema and copied artifact digests match the harness producer revision, verified by a test.
- [ ] A transparency/tamper test shows a record that keeps the trusted label but changes any limit, class, ceiling, `owner`, or `enabled` fails closed.
- [ ] A value above the executable ceiling is never presented as supported; unavailable reasons are machine-readable.
- [ ] Consumer evidence is recorded as synthetic/fixture-level only; real-owner/native/provider claims remain `unverified`.
- [ ] The harness pin matrix lists this consumer as aligned on the tested revision.

## Compatibility and decisions required

This changes a **public capability schema version** (`v1` → the harness `v3` contract) and the copied contract pins, which are root-owned. Before implementation, record the owner/consumer decision and compatibility classification, and coordinate the Studio consumer (also recorded `pending`) so both move together. This issue specifies requirements; it does not authorize deployment, provider/game calls, or private retention.

## Dependencies

- `sts2-harness#95` (producer contract; harness side merged in #165).
- Related: this issue's parent facade work (`#18`), the harness context-owner binding (`sts2-harness#100`, dispatch binding merged), and `ascension-workflow-studio`'s consumer entry.

Refs `#18`; does not close it.",NON_SECURITY
JoseTomanan/money-sheet-monorepo,179,ci(clasp): deploy merged GAS changes to personal and template projects,"> *This was generated by AI during triage.*

## Summary

Deploy every merged pull request into `main` that changes the GAS package to both the personal and template-bound Apps Script projects. Direct pushes, unmerged closures, and manual dispatches must not deploy.

## Context

The current workflow deploys one committed script ID and one hardcoded deployment ID on every push to `main`. The maintained spreadsheet template has a separate bound Apps Script project that must receive the same built source and stable web-app deployment.",NON_SECURITY
VictoriaMetrics/VictoriaMetrics,11562,Add a vmbackup option to skip tagging directive,"### Is your feature request related to a problem? Please describe

Some S3 solutions do not adhere to the S3 API specification, resulting in an HTTP 400 error when calling CopyObject with tagging directives. See https://github.com/VictoriaMetrics/VictoriaMetrics/issues/10922#issuecomment-4396250130 for more information 

### Describe the solution you'd like

Add a flag that allows the user to skip the tagging directive

### Describe alternatives you've considered

Downgrading vmbackup to 1.136.1 works, but this complicates the manifests and doesn't include recent fixes

### Additional information

This option should be left at user discretion, when they are informed about potential downsides of removing this rule but don't have an option to use a different S3 storage",NON_SECURITY
pplancq/revealjs-react-template,638,Remove deprecated @pplancq/postcss-config dependency,"## Context

The project depends on `@pplancq/postcss-config` (^3.0.6), which is now **deprecated** on npm:

> Deprecated: modern builders handle CSS transformation natively; these PostCSS plugins are redundant for recent browsers.

See: https://www.npmjs.com/package/@pplancq/postcss-config

The package only provided 3 plugins, all redundant with Rsbuild 2.x:

| Plugin | Why it's redundant |
|---|---|
| `postcss-flexbugs-fixes` | IE10/11 flexbox workarounds — obsolete for modern browser targets |
| `postcss-preset-env` (stage 4) | Covered natively by **Lightning CSS**, which Rsbuild uses by default for vendor prefixing and modern syntax downgrade (based on browserslist) |
| `postcss-normalize` | No-op in this project — no `@import ""normalize""` statement exists in the stylesheets |

## Task

Pure removal — no replacement config needed:

1. Delete `postcss.config.mjs` (it only re-exports `@pplancq/postcss-config`)
2. Remove `""@pplancq/postcss-config"": ""^3.0.6""` from `devDependencies` in `package.json`
3. Regenerate `package-lock.json`
4. Run `npm run build` and verify the production CSS output is unchanged

## Acceptance Criteria

- [ ] `postcss.config.mjs` deleted
- [ ] `@pplancq/postcss-config` removed from `package.json`
- [ ] `npm run build` succeeds
- [ ] Rendered styles are visually identical to before

## References

- Deprecated package: https://www.npmjs.com/package/@pplancq/postcss-config
- Rsbuild Lightning CSS: https://rsbuild.rs/guide/styling/css-usage#lightning-css",NON_SECURITY
JonasCappe/book-management-api,41,Align local and Docker development workflow,"## Problem

The documented setup and development commands have drifted from the current
application configuration.

Examples include:

- Docker instructions are incomplete
- `.env.example` uses a different API port
- the Makefile assumes direnv configuration that is not documented
- Docker workflows are not exposed through Make targets
- `.env` is documented but is not currently ignored by Git

## Acceptance criteria

- document a reproducible fresh-clone setup
- align environment examples with port 8080
- document direnv setup
- add Docker build/up/down/log targets
- ensure migrations run before starting the containerized API
- update `make help`
- ignore local `.env`
- fix README formatting",NON_SECURITY
ineszang/ProjetPiscine_EnerVision,43,Valider l'accessibilite du frontend,,NON_SECURITY
labmonkeys-space/prometheus-remote-writer,189,"Epic: resource metadata on the wire, the 1.0.0 label schema","Tracking issue for the 1.0.0 label schema. The design is `docs/design/metadata-on-the-wire.html` on branch `docs/metadata-design-decisions` (PR #196); its four open questions were resolved on 2026-09-14 and are recorded in its §11. The OpenSpec change is `metadata-on-the-wire`; each sub-issue below is one task group of it.

## Why

OpenNMS resource metadata does not fit on Prometheus data series. The attribute key space is unbounded, so one label name per string attribute grows the backend's label-name index without limit (#112). And a label set is a series identity, so a mutable attribute on the data series forks history the moment a network operator sets or improves an interface description, an action nothing suggests could affect monitoring. `labels.attr-mode` with an allowlist addresses the first problem and not the second.

## Goals and constraints

- **Data series identity depends on nothing an operator edits.** `ifAlias` and `ifDescr` leave the data series on principle, not pending a churn number. `if_name` is the only interface label that stays.
- **Every attribute reaches Prometheus under a fixed set of label names**, as rows: `onms_resource_attr{resourceId, key, value} 1` and `onms_resource_category{resourceId, category} 1`, bounded by a per-resource budget of 16 with the remainder counted.
- **A fresh install has a usable join surface**: `onms_resource_info{resourceId, …} 1` from `metadata.info-columns = column=key, …`, default `if_alias=ifAlias, if_descr=ifDescr, resource_name=name`. Numerics are gauges (`onms_resource_ifspeed`), never label values.
- **OpenNMS graph placeholders resolve from rows**, so nothing needs curating for correctness: `findMetrics` enriches its results with one batched `onms_resource_attr` query per call, no plugin-side cache.
- **No database, no recording rules, no rule evaluator** on the critical path. Native PromQL uses one `group_left` join.
- **Greenfield.** No compatibility with the v0.x schema, no dual emission, no read-path support for the old prefixes. `labels.attr-mode`, `labels.attr-include`, `labels.categories-mode`, the `onms_attr_*`, `onms_extattr_*`, `onms_cat_*`, `categories`, `if_descr`, `if_speed` and `_idx*` labels are removed.

## What the plugin emits

```
# data series: what is needed to read them, plus the stable promoted set
ifHCInOctets{resourceId=""snmp/1/if1"", mtype=""counter"", node_label=""core-sw-1"", if_name=""Et1""}

# rows: every attribute, three label names forever
onms_resource_attr{resourceId=""snmp/1/if1"", key=""ifAlias"", value=""uplink""} 1
onms_resource_attr{resourceId=""snmp/1/if1"", key=""ifDescr"", value=""Ethernet1""} 1
onms_resource_category{resourceId=""node/1"", category=""Production""} 1

# columns: the configured subset
onms_resource_info{resourceId=""snmp/1/if1"", if_alias=""uplink"", if_descr=""Ethernet1""} 1

# numerics
onms_resource_ifspeed{resourceId=""snmp/1/if1""} 1000000000
```

Metadata series are emitted on first sight, on change, and otherwise every `metadata.cadence` (default 15 minutes), in their own batches through the existing write pipeline.

## Decisions already made

| Question | Decision |
|---|---|
| ifAlias placement | Principle: never on a data series, whatever the churn rate. Same for ifDescr (it embeds the description on Nokia SR OS and some Huawei releases, and follows renames on RouterOS and Linux). |
| Default columns and budget | `if_alias=ifAlias, if_descr=ifDescr, resource_name=name`; budget 16. Sub-resource names under collector-specific keys (`hrStorageDescr`, `dskPath`, `datname`) are one config entry away; a ""first key that looks like a name"" rule was rejected. |
| Read-path caching | None. One batched query per `findMetrics` call; OpenNMS already caches in front of `findMetrics`, and a plugin cache would serve a stale alias after exactly the operator action this design protects against. |
| `@` modifier | Available on Prometheus ≥ 2.33, Mimir, VictoriaMetrics ≥ 1.72.0, Cortex ≥ 1.18 (or `-querier.at-modifier-enabled` on 1.8 to 1.17). Only the historical-correctness idiom uses it. |

## Cutover, not migration

Series written before 1.0.0 keep their old identity for the retention window and are not joined to the new ones. Dashboards that filtered on a removed label move to the `group_left` idiom. OpenNMS graph rendering is unaffected across the boundary, because the read path resolves resources by `__name__` and `resourceId`, which stay. Stated once, in the release note.

## Out of scope

- `labels.profile=legacy` (compatibility with the other plugin's wire schema) is a separate decision and is not settled here.
- Changes to the write pipeline (shards, tiers, flusher). Metadata samples ride it unchanged.

## Deliveries, in order

Sub-issues are linked below. Each follows the repo workflow: `/opsx:apply` on the `metadata-on-the-wire` change for its task group, `/code-review medium`, a PR that closes the sub-issue, merge on green, tick here.

- [ ] #190 D1: rows, registry and emitter
- [ ] #191 D2: columns and the speed gauge
- [ ] #192 D3: read-path enrichment from rows
- [ ] #193 D4: removal of the v0.x attribute mechanisms
- [ ] #194 D5: documentation and changelog
- [ ] #195 D6: end-to-end assertions and a Grafana example
- [ ] 1.0.0 release",NON_SECURITY
pplancq/lab-clean-architecture-react,557,[Enhancement]: Remove deprecated @pplancq/postcss-config dependency,"## ✨ Enhancement Request

**Enhancement Type:** Developer Experience
**Area:** Architecture/Infrastructure

## Problem Statement

The project depends on `@pplancq/postcss-config` (^3.0.6), which is now **deprecated** on npm:

> Deprecated: modern builders handle CSS transformation natively; these PostCSS plugins are redundant for recent browsers.

See: https://www.npmjs.com/package/@pplancq/postcss-config

The package only provided 3 plugins, all redundant with Rsbuild 2.x:

| Plugin | Why it's redundant |
|---|---|
| `postcss-flexbugs-fixes` | IE10/11 flexbox workarounds — obsolete for modern browser targets |
| `postcss-preset-env` (stage 4) | Covered natively by **Lightning CSS**, which Rsbuild uses by default for vendor prefixing and modern syntax downgrade (based on browserslist) |
| `postcss-normalize` | No-op in this project — no `@import ""normalize""` statement exists in the stylesheets |

## Proposed Solution

**What:**
Pure removal — no replacement config needed. Rsbuild's built-in Lightning CSS already handles vendor prefixing and syntax lowering.

**How:**
1. Delete `postcss.config.mjs` (it only re-exports `@pplancq/postcss-config`)
2. Remove `""@pplancq/postcss-config"": ""^3.0.6""` from `devDependencies` in `package.json`
3. Regenerate `package-lock.json`
4. Run `npm run build` and visually verify the production CSS output is unchanged

**Benefits:**
- One less dependency to maintain
- No CSS config to manage — the bundler does the job
- Aligns with the npm deprecation recommendation

## Priority Suggestion

Medium - Nice to have

## Acceptance Criteria

**Given** the dependency and `postcss.config.mjs` are removed
**When** running `npm run build` and `npm run preview`
**Then** the application builds successfully
**And** the rendered styles are visually identical to before

## References

- Deprecated package: https://www.npmjs.com/package/@pplancq/postcss-config
- Rsbuild Lightning CSS: https://rsbuild.rs/guide/styling/css-usage#lightning-css

- [x] I am willing to implement this feature",NON_SECURITY
django-mvp/django-mvp,344,"The Account Center menu is processed twice per page render, so every entry's visibility check runs twice","Every page in the Account Center processes `AccountCenterMenu` twice for one render:

- `get_active_section()` calls `AccountCenterMenu.process(request)` to resolve the section for the trail (`mvp/menus.py`, reached from `AccountPageMixin.get_breadcrumbs`).
- `<c-account.nav>` calls `{% process_menu ""AccountCenterMenu"" as account_menu %}` to draw the panel (`mvp/templates/cotton/account/nav.html`).

Processing a menu evaluates every entry's `check(request)`. The documented use for a check is deciding whether an entry applies to the person making the request, which is exactly the kind of question that reaches the database. Those queries are paid twice per page, and the duplication grows with the number of entries an app contributes rather than staying constant.

Nothing is wrong today: the menu is small and the checks in the test suite are pure functions. It is worth fixing before a project with a real permission check adopts the area, and the shape of the fix is to process once per request and share the result rather than to make each caller cheaper.

Found during the review of #342, recorded rather than fixed there: the fix changes how the view and the panel share state, which is more than that feature needed.",NON_SECURITY
xultimatex8/ukinory,22,Periodically Delete Guest Accounts,Periodically delete guest accounts if they are not active.,NON_SECURITY
kuzzrus/3x-ui-awg,40,[Feature]: Built-in Reverse Proxy should isolate Web Panel and Subscription ports,"When the built-in Reverse Proxy is enabled, the Web Panel and Subscription Server are still bound to all network interfaces.

For example, after configuring Reverse Proxy, the server shows:


tcp LISTEN 0 4096 *:10251 *:* users:((""x-ui"",pid=34564,fd=19))
tcp LISTEN 0 4096 *:2096  *:* users:((""x-ui"",pid=34564,fd=20))
tcp LISTEN 0 4096 127.0.0.1:7443 0.0.0.0:* users:((""x-ui"",pid=34564,fd=10))


When the built-in Reverse Proxy is enabled, automatically bind the Web Panel and Subscription Server to localhost.

For example:

webListen = 127.0.0.1
subListen = 127.0.0.1


I considered using firewall rules to block ports 10251 and 2096 from the Internet.

However, this does not seem like the ideal solution because the services themselves are still unnecessarily bound to all interfaces.

Binding the backend services to 127.0.0.1 is cleaner and makes the Reverse Proxy architecture explicit:

- Front Proxy is the only public entry point.
- Web Panel is an internal backend.
- Subscription Server is an internal backend.
- No additional firewall configuration is required just to make Reverse Proxy secure.



### Mockups, screenshots, or examples

<img width=""1044"" height=""619"" alt=""Image"" src=""https://github.com/user-attachments/assets/71282895-5940-431f-88e7-d9e67f83ada0"" />

### Which parts of the panel would this affect?


### Are you willing to help?

- [ ] I'd like to implement this feature myself and open a PR.
- [ ] I can help test once a PR is open.

### Before submitting

- [x] I searched [existing issues](../issues?q=is%3Aissue) and this feature has not been requested.
- [x] This feature request is written in English.",NON_SECURITY
ineszang/ProjetPiscine_EnerVision,42,"Chiffrement au repos (DB, MinIO)",,NON_SECURITY
xultimatex8/ukinory,21,Add Embeddings to Movies,Add embeddings to movies.,NON_SECURITY
NSTA1/Orleans.Lattice,3047,Publish the WAL replay permit gate ceiling and available-permit count,"## Summary

The per-silo WAL replay concurrency gate (`BPlusLeafGrain._replayConcurrencyGate`)
publishes how many permits have been **withheld** by memory backpressure, but
never publishes **how many there were to begin with**. That makes the withheld
count uninterpretable, and it is currently the single number blocking a
diagnosis of estate-wide leaf stranding.

Add two instruments:

1. `orleans.lattice.wal.replay.permit_ceiling` (gauge, `{permit}`) - the size the
   gate was sized to by `ResolveReplayConcurrencyGate`.
2. `orleans.lattice.wal.replay.permits_available` (gauge, `{permit}`) - the gate's
   current `CurrentCount`.

Both measure a **level**, not a distribution, so both zero-prime correctly. This
is deliberately not a histogram - see the shape/level rule below.

## Why this is blocking

From the run-16 scrape of the deployed container, aggregated over **all 64
shards** (denominator asserted):

```
orleans_lattice_wal_replay_permits_withheld{tenant=""_platform_""}      1
..._permit_adaptations_total{outcome=""withheld"",trigger=""occupancy""}  1
..._permit_adaptations_total{outcome=""withheld"",trigger=""fault""}      0
..._permit_adaptations_total{outcome=""restored""}                      0
```

One permit was withheld by memory-occupancy backpressure and never restored.
`restored` is zero-primed, so that zero is measured, not absent.

**One withheld out of 16 is noise. One withheld out of 2 is half the estate's
replay throughput.** Nothing in the container distinguishes these. The gate is
sized from `min(Environment.ProcessorCount, enforced container CPU grant)`
(#2816) and, per the comment at `BPlusLeafGrain.Activation.cs:1220-1221`, is
""sized once ... and is never re-created or topped up"".

## The observability gap this sits inside

A permanently queued activation is **invisible in every existing series**.
Ordering in `BPlusLeafGrain.Activation.cs`:

| line | site |
|---|---|
| `:811` | `await gate.WaitAsync(cancellationToken)` |
| `:815` | on `OperationCanceledException` -> record permit wait, arm `canceled` |
| `:819` | on success -> record permit wait, arm `acquired` |
| `:1268` | `LeafActivationReplays.Add(...)` |

Both permit-wait recording sites and the replay-start counter are **downstream of
the wait**. An activation still queued therefore records neither its wait nor a
replay start. The source already names the symptom, at `:1225`:

> ""...stop the silo activating leaves entirely, and the symptom is a silent wait
> on WaitAsync rather than an error.""

Two consequences, both observed in run 16:

**The permit-wait mean is censored.** `repo-context-vector-index` reports a mean
queue wait of 574,077 ms over a `_count` of **29** - but that is the mean over
the 29 activations that eventually acquired. Anything still waiting is excluded
from numerator and denominator alike. The exported summary carries only `_sum`
and `_count`; `quantile=` appears **zero** times across all 18 series lines, so
there is no p99 or max to fall back on either.

**Two trees are entirely silent while stranding in every shard.** Aggregated over
all 64 shards:

| | `repo-context-content` | `repo-context-vector-metadata` | `repo-context-vector-index` | `repo-context-memory` |
|---|---|---|---|---|
| durable WAL bytes | 3,090,785 | 9,814,220 | 37,923,264,125 | 1,337,423 |
| stranded | 1,216 | 640 | 2,093 | 0 |
| shards stranding | 64/64 | 64/64 | 57/64 | 0/64 |
| permit acquisitions | absent | absent | 29 | 64 |
| replay starts | absent | absent | 29 | 64 |
| distinct metric families | 27 | 27 | 84 | 102 |

`content` and `vector-metadata` hold durable WAL data, so ""empty tree strands
spuriously"" is refuted. They emit only the 27 metric families that do not require
a leaf activation, against 84 and 102 for trees that do activate. Together they
are **47% of estate stranding** (3,985 total) with **no leaf activation ever
recorded**.

Additionally, every one of the 18 permit-wait series carries
`outcome=""acquired""`; there is **not a single `canceled` series**. Since `:815`
records that arm whenever it fires, its absence means no queued activation was
ever cancelled - the ones missing from the acquired count were, at scrape time,
**still queued**.

## Scope

- Publish both gauges from `ResolveReplayConcurrencyGate` / the gate holder.
- Zero-prime both. They measure a level, so a published zero is meaningful.
- **Do not** add a histogram or any distribution-shaped instrument here. Priming
  an instrument that measures a *shape* fabricates a sample and biases the
  distribution; priming one that measures a *level* does not. See the decision
  recorded on #3044.
- Docs row in `docs/lattice/metrics.md` and dashboard panel per the per-package
  fixtures - the enrolment gates pass regardless of whether those exist, so they
  must be added deliberately.
- Enrol both in `InstrumentPrimingEnrolment.tsv` as `primed`.
- Run the repository-wide metric gates **individually**; OR-ing them into one
  filter crashes the vstest host and misattributes the failure.

## Out of scope

- Partitioning or resizing the gate. That is #3043 and is a behaviour change;
  this issue is observability only and must not alter admission.
- The stranding cause itself. This issue makes the leading hypothesis testable;
  it does not adjudicate it.
- `repo-context-structural`'s 36 stranded events across 36 shards, on a 49 ms
  mean with a full 64/64 permit acquisition. It got its permits, so its stranding
  has a separate cause. Parked deliberately, not folded in.

## Acceptance

- Both gauges present in a container scrape, with a non-zero ceiling.
- `withheld` becomes interpretable: ceiling minus withheld minus available
  reconciles against the number of in-flight replays.
- No change to admission behaviour; the gate's sizing logic is untouched.",NON_SECURITY
Openwrt-Passwall/openwrt-passwall2,1289,[Feature Request]: add WireGuard link support like V2RayNG client,"### Describe the new feature you want

It would be really more creative and productive to add WireGuard url support to both Passwall and Passwall2 nodes. I highly demand to add this feature in future updates.

### Describe the solution you want

WireGuard url support like V2RayNG client

### Describe the alternatives you considered

_No response_

### Other Information

_No response_",NON_SECURITY
callstackincubator/cordierite,48,"Move session logic into a framework-free native core, then expose it to plain iOS and Android apps","Cordierite's daemon, CLI and MCP server are already framework-agnostic: the app talks plain JSON over a pinned `wss://` socket ([`docs/PROTOCOL.md`](https://github.com/callstackincubator/cordierite/blob/main/docs/PROTOCOL.md)), and `packages/cordierite/src/__tests__/e2e/app-client.ts` drives a full session from Node without touching anything React Native. The only thing tying Cordierite to React Native is *where the app-side logic lives*: about half of it is already RN-free Swift/Kotlin, the other half is TypeScript in `@cordierite/react-native`.

This issue proposes finishing that split — move the remaining session logic into native, reduce the RN package to a thin bridge — and then expose the native core directly to plain iOS and Android apps.

## Where things stand today

**Already RN-free (native):**

- `ios/CordieriteConnectionManager.swift` imports only Foundation, Security and CryptoKit; `android/.../CordieriteConnectionManager.kt` imports only Android + OkHttp. Between them: TLS, SPKI pinning, trust-mode resolution from the Info.plist / manifest keys, the private-LAN check, keepalive, building `session_claim` / `session_resume` (including the `device_*` fields), parsing `session_ack`, and the process-memory resume lease store.
- RN coupling is confined to four thin files: `CordieriteTurboBridge.swift` + `RCTNativeCordierite.mm` on iOS, `NativeCordieriteModule.kt` + `CordieritePackage.kt` on Android (~500 lines total).

**Still in TypeScript (`packages/react-native/src`):**

| Concern | Where | Notes |
| --- | --- | --- |
| Session lifecycle | `client/index.ts`, `client/backoff.ts`, `client/terminal-close.ts`, `client/resume-lease.ts` | full-jitter reconnect, grace timer, foreground/background, restore-from-lease on startup, terminal-close classification |
| Tool registry | `client/registry.ts` | snapshot on every claim/resume, deltas on register/unregister |
| Tool invocation | `client/tool-invocation.ts` | per-tool timeout, `tool_cancel` → abort, progress, the seven `tool_error` types |
| Bootstrap | `bootstrap.ts`, `deep-link-core.ts`, `deep-link-install.ts` | URL parse, binary payload decode (`@cordierite/shared`), expiry + private-IP check, ""a delivered link outranks a held session"" |
| Schemas | `schema.ts` (~590 lines) | Standard Schema / Zod → JSON Schema, input/output validation — inherently JS |

## Proposal

### Phase 1 — extract a core target (mechanical, no behaviour change)

- iOS: move `CordieriteConnectionManager.swift` + `CordieriteProcessResumeLeaseStore.swift` into a `CordieriteCore` target with a SwiftPM manifest and its own podspec. `Cordierite.podspec` depends on it and keeps only the bridge files.
- Android: move `src/debug/java` (minus the RN module/package classes) into a separate `cordierite-core` Gradle module with no `react-android` dependency. The RN module depends on it.
- Keep `CordieriteNativeMarker` (and its consumer keep rule) in core, and add an iOS equivalent, so `cordierite doctor` has an anchor that does not depend on the RN class name `RCTNativeCordierite` (`packages/cordierite/src/artifact-inspect.ts`).
- Existing Swift/Kotlin tests move with the code; the RN package's test suite is the regression check.

### Phase 2 — move session logic into core

Port the TypeScript concerns above into `CordieriteCore` (Swift) and `cordierite-core` (Kotlin). The TurboModule surface shrinks to roughly:

```ts
registerTool(descriptor: ToolDescriptorJson): void;   // name, description, input/output JSON Schema, annotations, timeout_ms
unregisterTool(name: string): void;
handleUrl(url: string): boolean;                       // bootstrap deep link
postEvent(name: string, payloadJson: string): void;
respondToToolCall(id: string, resultJson: string | null, errorJson: string | null): void;
onToolCall: EventEmitter<{ id, name, argsJson }>;      // native → JS: run the handler
onToolCancel: EventEmitter<{ id }>;                    // native → JS: abort the handler's signal
onStateChange / onError                                // as today
```

JS keeps what is genuinely JS: `useCordieriteTool`, Standard Schema → JSON Schema export, validating handler input/output against the registered schema, and the Metro strip helper. Timeouts, cancellation, progress, reconnect, lease restore and registry snapshots all become native and identical across RN and native consumers.

Parity is the risk here. The unit tests in `packages/react-native/src/__tests__` (`client.test.ts`, `tool-invocation.test.ts`, `backoff.test.ts`, `bootstrap.test.ts`, `deep-link-bootstrap.test.ts`) are the spec to port. The SPKI pin tests already share one hardcoded vector across TS, Swift and Kotlin; extend that into a shared fixtures directory (bootstrap payloads, frame shapes, close-code handling) that all three test suites read.

### Phase 3 — native entry points and packaging

Public API sketch. iOS:

```swift
import Cordierite

@main struct MyApp: App {
  init() {
    Cordierite.shared.register(
      name: ""seed_cart"",
      description: ""Fill the cart with test items."",
      inputSchema: [""type"": ""object"", ""properties"": [""items"": [""type"": ""number""]], ""required"": [""items""]]
    ) { args in
      [""added"": args[""items""] ?? 0]
    }
  }

  var body: some Scene {
    WindowGroup {
      ContentView().onOpenURL { Cordierite.shared.handle($0) }
    }
  }
}
```

The app declares its URL scheme in `CFBundleURLTypes` (most apps already do) and, for hardened builds, the existing `CordieriteTrust` / `CordieriteCliPins` / `CordieriteAllowPrivateLanOnly` keys — same keys core reads today. Lease restore on launch happens on first access to `Cordierite.shared`; foreground/background observation moves into core via `UIApplication` notifications.

Android:

```kotlin
// build.gradle.kts
dependencies { debugImplementation(""com.callstackincubator.cordierite:core:<version>"") }
android { defaultConfig { manifestPlaceholders[""cordieriteScheme""] = ""myapp"" } }
```

```kotlin
class App : Application() {
  override fun onCreate() {
    super.onCreate()
    Cordierite.register(
      name = ""seed_cart"",
      description = ""Fill the cart with test items."",
      inputSchema = JSONObject(""""""{""type"":""object"",""properties"":{""items"":{""type"":""number""}},""required"":[""items""]}""""""),
    ) { args -> JSONObject().put(""added"", args.optInt(""items"")) }
  }
}
```

The library manifest ships a no-UI trampoline activity with an `<intent-filter>` on `${cordieriteScheme}`, so the app never forwards `onNewIntent`. The existing manifest `<meta-data>` trust keys stay as they are.

Also in this phase:

- Publish `CordieriteCore` via SwiftPM tag + CocoaPods, and `cordierite-core` to Maven Central; the RN package pins exact versions.
- `cordierite doctor`: detect the core marker on both platforms.
- `cordierite init` / scheme discovery: optionally read `CFBundleURLTypes` from an Xcode project's Info.plist and the `cordieriteScheme` placeholder or intent filter from a Gradle project, alongside today's `app.json` step. `--scheme`, `CORDIERITE_SCHEME` and `.cordierite/config.json` already work for native apps with no changes.
- Native playground apps (SwiftUI + Compose) next to the Expo one; docs for both platforms.

## Open questions

1. **Schema DX on native.** v1 accepts raw JSON Schema (dictionary / `JSONObject`); no input validation on the app side (the daemon does none either). A Swift macro / Kotlin annotation processor deriving schemas from `Codable` / `kotlinx.serialization` types is a plausible follow-up but not needed to ship.
2. **Compile-out story for native apps.** `debugImplementation` covers Android. SwiftPM cannot restrict a dependency per configuration the way CocoaPods `:configurations` does; document a `#if DEBUG` wrapper or a separate app target, and rely on `cordierite doctor --assert-absent` as the gate ([`docs/BUILD-VARIANTS.md`](https://github.com/callstackincubator/cordierite/blob/main/docs/BUILD-VARIANTS.md)).
3. **Handler threading.** Native handlers: main actor / main thread by default with an async variant, or always background? RN handlers run on the JS thread, which sidesteps the question today.
4. **Do phases 1–2 ship as a breaking `@cordierite/react-native` release?** The public JS API (`useCordieriteTool`, `registerTool`, `postEvent`, listeners) can stay identical; only the TurboModule spec changes, which is internal.

## Out of scope

- Flutter / KMP / other frameworks — they can consume the same core targets later.
- Changing the wire protocol or the daemon. Nothing here touches `packages/cordierite`.",NON_SECURITY
